,event,gid,layer,cell,x,y,r,phi,trackIndex,centerX,centerY,radius,momx,momy,momz,chargeParticle,flightLength,currentTrackPID,rawDriftTime,creatorProcessturnID,isScondary
225,3,64,1,24,-8.78266,-0.31367,8.788259528740603,-3.1058931347830625,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,301.747,,-9999
226,3,67,1,27,-7.8586849999999995,-3.93378,8.788262343468418,-2.677493417106799,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,629.652,,-9999
227,3,68,1,28,-7.218859999999999,-5.012145,8.78826132978674,-2.5346939862977673,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,610.757,,-9999
233,3,73,1,33,-2.173395000000001,-8.515274999999999,8.788262294199574,-1.8206958135956808,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,548.582,,-9999
234,3,74,1,34,-0.9394199999999999,-8.737905,8.788258856305099,-1.6778958475997043,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,739.349,,-9999
2,3,84,2,0,9.887360000000001,-1.632406,10.021209364065598,-0.16362424888926488,8,-49.9087,-308.458,312.014,918.111,-178.975,-414.419,1,113.567,211,115.702,Decay,0
50,3,107,2,23,-9.5897,2.9089989999999997,10.021208573420724,2.8470687903417966,7,139.905,454.967,476.111,-1355.17,448.143,118.432,-1,109.18,-211,27.0084,Decay,0
124,3,110,2,26,-9.972954999999999,-0.98225,10.021209831877835,-3.0434179162910153,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,579.807,,-9999
125,3,111,2,27,-9.759409999999999,-2.275574999999997,10.021193797583448,-2.912518213723829,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,287.059,,-9999
126,3,114,2,30,-8.145695,-5.8371200000000005,10.021193388385687,-2.519819309481304,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,874.404,,-9999
127,3,115,2,31,-7.31411,-6.85041,10.02119365446053,-2.3889195284139007,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,605.288,,-9999
184,3,116,2,32,-6.35738,-7.7464900000000005,10.021196923746185,-2.258019716191081,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,538.072,,-9999
185,3,117,2,33,-5.29187,-8.51002,10.02119396565599,-2.1271199837536874,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,543.11,,-9999
186,3,118,2,34,-4.135820000000001,-9.127955,10.021205993014265,-1.9962200952851574,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,620.62,,-9999
187,3,119,2,35,-2.9089989999999997,-9.5897,10.021208573420724,-1.8653201900428933,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,875.922,,-9999
3,3,132,3,0,11.08635,-2.205215,11.3035449978635,-0.196349790385318,8,-47.4473,-308.935,312.016,918.822,-175.335,-414.397,1,126.822,211,37.141,Decay,0
51,3,159,3,27,-10.7697,3.432625,11.30351062637732,2.833042290154633,7,139.85,454.984,476.11,-1354.0,451.638,118.461,-1,121.338,-211,48.6659,Decay,0
228,3,165,3,33,-10.56035,-4.03109,11.303569290741752,-2.776944093875206,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,280.129,,-9999
229,3,166,3,34,-10.042605,-5.188124999999999,11.303563871702146,-2.664744348296676,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,436.281,,-9999
52,3,214,4,26,-11.7845,3.893085,12.410904522524739,2.8225237273583295,7,139.844,454.985,476.108,-1352.95,454.772,118.487,-1,132.775,-211,91.701,Decay,0
188,3,225,4,37,-8.988574999999999,-8.557845,12.410930326718058,-2.3807375885085933,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,532.529,,-9999
189,3,226,4,38,-8.106485,-9.39765,12.410919570189995,-2.2825644105663927,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,297.37,,-9999
190,3,227,4,39,-7.1463149999999995,-10.146965,12.410911199039738,-2.1843896933600426,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,309.331,,-9999
194,3,228,4,40,-6.117325,-10.7986,12.41093981596982,-2.0862134270997523,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,404.647,,-9999
195,3,232,4,44,-1.5192299999999999,-12.31755,12.410886261480282,-1.6935151984225383,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,460.883,,-9999
4,3,247,4,59,12.10935,-2.719250000000002,12.410909635679408,-0.2208935891598126,8,-45.2622,-309.348,312.017,919.445,-172.044,-414.391,1,139.312,211,75.978,Decay,0
53,3,282,5,30,-12.886199999999999,4.374275,13.608395651788824,2.8143434515847896,7,139.799,454.999,476.107,-1351.84,458.037,118.502,-1,144.636,-211,126.968,Decay,0
222,3,298,5,46,-6.545485,-11.93085,13.608400185463573,-2.072578264448237,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,487.799,,-9999
223,3,299,5,47,-5.480735,-12.4559,13.608376132008734,-1.985312550679575,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,401.202,,-9999
230,3,300,5,48,-4.374275,-12.886199999999999,13.608395651788824,-1.8980455287999003,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,368.387,,-9999
231,3,301,5,49,-3.2345245,-13.218399999999999,13.608388857653216,-1.810779284386159,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,394.545,,-9999
5,3,319,5,67,13.218399999999999,-3.2345245,13.608388857653216,-0.23998295759126234,8,-42.9237,-309.779,312.014,920.08,-168.572,-414.403,1,152.244,211,11.7609,Decay,0
122,3,348,6,24,-7.4717199999999995,12.748000000000001,14.776268262264328,2.1009393812655417,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,869.384,,-9999
54,3,357,6,33,-13.9607,4.84114,14.776257340395773,2.8077989961294763,7,139.756,455.012,476.105,-1350.76,461.223,118.54,-1,156.078,-211,159.793,Decay,0
6,3,398,6,74,14.29745,-3.730875,14.776214155463672,-0.2552547797848384,8,-40.6587,-310.186,312.011,920.678,-165.216,-414.421,1,164.719,211,84.0423,Decay,0
55,3,438,7,34,-15.22335,4.617945000000001,15.908356333874503,2.8470688076553925,7,139.754,455.011,476.104,-1349.65,464.424,118.575,-1,167.991,-211,18.8608,Decay,0
7,3,479,7,75,15.5387,-3.4092995000000004,15.908316088470844,-0.21598460771005631,8,-38.4397,-310.577,312.008,921.254,-161.92,-414.439,1,177.72,211,82.0945,Decay,0
56,3,517,8,33,-18.4959,6.78165,19.699976993197225,2.790156438161583,7,139.564,455.075,476.102,-1346.1,474.609,118.584,-1,205.532,-211,274.87,Decay,0
8,3,557,8,73,19.3599,-3.64483,19.70001303905406,-0.18608878324752023,8,-31.0492,-311.821,311.999,923.081,-150.99,-414.483,1,221.179,211,135.929,Decay,0
57,3,594,9,34,-20.2841,6.49976,21.300037391225395,2.831494073635085,7,139.667,455.039,476.101,-1344.39,479.417,118.55,-1,224.869,-211,27.6112,Decay,0
9,3,633,9,73,20.7515,-4.80251,21.299973111487724,-0.22742567555176685,8,-27.9215,-312.323,311.997,923.844,-146.222,-414.486,1,239.679,211,236.521,Decay,0
58,3,675,10,39,-21.925,6.79911,22.955032602723527,2.840888784109723,7,139.613,455.059,476.102,-1342.79,483.896,118.513,-1,240.63,-211,117.883,Decay,0
10,3,720,10,84,22.3541,-5.21768,22.954955268795448,-0.22930504398446414,8,-24.994,-312.781,311.998,924.456,-142.316,-414.485,1,250.189,211,302.062,Decay,0
11,3,721,10,85,22.6694,-3.60966,22.954985115996045,-0.1579048841786363,8,-24.0309,-312.929,311.999,924.809,-140.029,-414.476,1,256.867,211,399.128,Decay,0
59,3,763,11,39,-23.1786,8.10548,24.55496495600024,2.805188057530116,7,139.587,455.067,476.101,-1341.15,488.394,118.519,-1,257.546,-211,134.234,Decay,0
12,3,809,11,85,24.0962,-4.72432,24.55495986358764,-0.19360500424944058,8,-21.4805,-313.309,311.998,925.308,-136.664,-414.473,1,275.315,211,36.7747,Decay,0
112,3,832,12,20,6.79378,25.3194,26.215023613348134,1.308648107353338,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,920.479,,-9999
60,3,856,12,44,-24.8428,8.37019,26.214972677386104,2.816612019299785,7,139.552,455.078,476.099,-1339.48,492.95,118.563,-1,273.458,-211,28.4635,Decay,0
202,3,904,12,92,23.5979,-11.4178,26.21501556837226,-0.450642828113363,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,449.722,,-9999
203,3,905,12,93,24.2682,-9.91357,26.214965218075342,-0.38781278240875533,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,442.896,,-9999
13,3,908,12,96,25.696,-5.19056,26.215001985763802,-0.1993166985364373,8,-18.2425,-313.778,311.997,926.003,-131.85,-414.472,1,292.67,211,87.3896,Decay,0
61,3,957,13,45,-26.6298,8.05016,27.819980662566966,2.848028087388031,7,139.594,455.061,476.097,-1337.8,497.473,118.581,-1,290.225,-211,854.213,Decay,0
14,3,1009,13,97,27.4288,-4.64908,27.82001104037164,-0.16790056047188595,8,-15.0272,-314.231,312.001,926.681,-127.085,-414.439,1,310.958,211,157.999,Decay,0
104,3,1014,14,2,29.0847,4.71888,29.465023375935072,0.16084455531234457,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,469.054,,-9999
62,3,1061,14,49,-27.7382,9.93874,29.465001137410464,2.797538278299557,7,139.497,455.096,476.097,-1336.13,501.953,118.572,-1,306.039,-211,199.407,Decay,0
128,3,1068,14,56,-29.4301,-1.43275,29.464954752595496,-3.0929479085539198,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,78.6718,,-9999
191,3,1083,14,71,-18.5424,-22.8991,29.46505351378137,-2.2514503234092436,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,907.008,,-9999
196,3,1101,14,89,9.52407,-27.8833,29.465001752161836,-1.2416521039030772,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,568.126,,-9999
204,3,1108,14,96,19.4696,-22.1161,29.465016602235266,-0.8489521224684887,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,606.022,,-9999
205,3,1111,14,99,22.8991,-18.5424,29.46505351378137,-0.6806539966143469,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,475.338,,-9999
206,3,1115,14,103,26.451,-12.9819,29.464981395039096,-0.4562529174343084,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,435.526,,-9999
90,3,1116,14,104,27.1373,-11.4784,29.465008363311217,-0.4001542213323736,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,430.172,,-9999
91,3,1117,14,105,27.7382,-9.93874,29.465001137410464,-0.3440543752902364,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,421.836,,-9999
92,3,1118,14,106,28.2518,-8.36781,29.46496983599508,-0.28795477709257367,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,417.921,,-9999
93,3,1119,14,107,28.6766,-6.77055,29.46502562127683,-0.23185429299493107,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,415.262,,-9999
15,3,1120,14,108,29.0111,-5.15199,29.465011864414716,-0.17575454552142106,8,-11.8358,-314.666,312.006,927.33,-122.381,-414.402,1,328.207,211,50.6023,Decay,0
94,3,1121,14,109,29.2543,-3.51722,29.46497760084674,-0.11965482968173168,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,421.361,,-9999
95,3,1122,14,110,29.4055,-1.87139,29.464988219615837,-0.06355510532607236,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,341.263,,-9999
63,3,1174,15,50,-29.5221,9.65255,31.060040404231607,2.8255888961288265,7,139.515,455.089,476.096,-1334.44,506.402,118.589,-1,322.757,-211,97.7332,Decay,0
16,3,1232,15,108,30.4172,-6.28644,31.060028713985442,-0.20380441547811573,-1,-8.74502,-315.064,312.004,927.932,-117.689,-414.407,1,346.444,211,362.032,Decay,0
105,3,1236,16,0,32.6802,0.802253,32.690045608961896,0.02454366568730319,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,433.949,,-9999
106,3,1240,16,4,31.8957,7.16242,32.68999753359428,0.22089326479720142,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,472.502,,-9999
110,3,1244,16,8,29.8855,13.2473,32.6899689131085,0.4172419057520726,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,964.513,,-9999
111,3,1245,16,9,29.1995,14.6978,32.6900003837565,0.46633034654267663,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,389.672,,-9999
64,3,1293,16,57,-31.0401,10.2543,32.6900363490162,2.8225236025373106,7,139.472,455.103,476.094,-1332.74,510.844,118.629,-1,338.321,-211,93.1877,Decay,0
207,3,1348,16,112,23.6756,-22.5411,32.68998661012268,-0.7608556883060138,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,493.119,,-9999
208,3,1350,16,114,25.771,-20.1119,32.6899520129657,-0.6626800428856133,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,468.821,,-9999
209,3,1351,16,115,26.7268,-18.8232,32.689978532877625,-0.6135939084415806,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,460.81,,-9999
210,3,1354,16,118,29.1995,-14.6978,32.6900003837565,-0.46633034654267663,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,430.058,,-9999
211,3,1355,16,119,29.8855,-13.2473,32.6899689131085,-0.4172419057520726,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,421.077,,-9999
96,3,1357,16,121,31.0401,-10.2543,32.6900363490162,-0.3190690510524826,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,399.146,,-9999
97,3,1358,16,122,31.5058,-8.71884,32.68996183212211,-0.2699809404500552,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,321.026,,-9999
98,3,1359,16,123,31.8957,-7.16242,32.68999753359428,-0.22089326479720142,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,311.949,,-9999
17,3,1360,16,124,32.2087,-5.58874,32.68997354660294,-0.17180586000859924,8,-5.2588,-315.495,312.002,928.597,-112.267,-414.415,1,363.424,211,40.1401,Decay,0
99,3,1361,16,125,32.4442,-4.0016,32.69004307430628,-0.12271814725738507,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,404.597,,-9999
100,3,1363,16,127,32.6802,-0.802253,32.690045608961896,-0.02454366568730319,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,428.645,,-9999
65,3,1421,17,57,-32.262,11.5435,34.26498265357798,2.7979817314712205,7,139.454,455.108,476.093,-1331.03,515.279,118.654,-1,354.74,-211,143.289,Decay,0
18,3,1488,17,124,33.6066,-6.68477,34.264992536303,-0.1963495876322086,8,-2.41521,-315.837,312.007,929.087,-108.255,-414.374,1,381.336,211,289.087,Decay,0
107,3,1497,18,5,34.7876,8.76571,35.87498830054304,0.24683944544682987,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,476.457,,-9999
113,3,1510,18,18,24.2038,26.48,35.874982013096535,0.8302778205363396,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,687.025,,-9999
114,3,1511,18,19,22.9914,27.5393,35.87502638953733,0.8751590270253733,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,693.385,,-9999
66,3,1554,18,62,-33.8618,11.8488,35.874999103553996,2.804992290487881,7,139.434,455.115,476.092,-1329.31,519.697,118.656,-1,370.306,-211,45.3899,Decay,0
197,3,1601,18,109,7.19615,-35.1459,35.875045109832264,-1.3688369225431036,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,702.945,,-9999
198,3,1602,18,110,8.76571,-34.7876,35.87498830054304,-1.3239568813480667,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,697.106,,-9999
199,3,1603,18,111,10.3176,-34.3593,35.8749824564417,-1.2790776150888647,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,684.608,,-9999
212,3,1618,18,126,29.4893,-20.4303,35.87500484432023,-0.6058799751818437,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,458.207,,-9999
213,3,1621,18,129,31.9649,-16.2869,35.87503231524677,-0.4712381519395979,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,421.318,,-9999
214,3,1622,18,130,32.6634,-14.8364,35.87501170062527,-0.42635850687934534,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,415.174,,-9999
215,3,1623,18,131,33.2961,-13.356,35.874963570852586,-0.3814784642319265,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,404.75,,-9999
216,3,1624,18,132,33.8618,-11.8488,35.874999103553996,-0.3366003631019124,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,305.807,,-9999
217,3,1625,18,133,34.3593,-10.3176,35.8749824564417,-0.2917187117060319,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,300.572,,-9999
218,3,1626,18,134,34.7876,-8.76571,35.87498830054304,-0.24683944544682987,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,375.75,,-9999
19,3,1628,18,136,35.4333,-5.61209,35.87498157571792,-0.1570798146798773,8,0.834185,-316.215,312.014,929.646,-103.556,-414.316,1,398.32,211,170.709,Decay,0
101,3,1629,18,137,35.6494,-4.01673,35.87497512546733,-0.11219993973140546,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,304.241,,-9999
102,3,1630,18,138,35.7937,-2.41328,35.87496174281445,-0.06732003806358411,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,403.759,,-9999
103,3,1631,18,139,35.866,-0.804966,35.87503207331188,-0.022439939822662618,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,412.194,,-9999
67,3,1695,19,63,-35.6218,11.5742,37.45496950846443,2.8274340086911276,7,139.475,455.099,476.091,-1327.58,524.107,118.642,-1,386.536,-211,269.249,Decay,0
235,3,1767,19,135,36.5159,-8.33452,37.45497532291805,-0.22439958232849797,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,275.102,,-9999
20,3,1768,19,136,36.8531,-6.68785,37.45501725046326,-0.17951953747135577,8,3.63676,-316.53,312.023,930.092,-99.7096,-414.254,1,409.92,211,134.133,Decay,0
115,3,1801,20,29,20.0735,34.24875,39.69788758627466,1.0406534297605008,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,821.854,,-9999
68,3,1846,20,74,-37.5068,13.006255,39.697893084709484,2.8077977099989946,7,139.435,455.113,476.09,-1325.11,530.31,118.643,-1,408.487,-211,82.4913,Decay,0
129,3,1857,20,85,-39.50675,-3.8910765,39.69790639179038,-3.043417851818415,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,241.637,,-9999
130,3,1863,20,91,-37.5068,-13.006255,39.697893084709484,-2.8077977099989946,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1002.52,,-9999
219,3,1926,20,154,37.5068,-13.006255,39.697893084709484,-0.33379494359079853,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,310.23,,-9999
220,3,1930,20,158,39.0797,-6.9787300000000005,39.6979297256532,-0.17671411677959914,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,301.893,,-9999
21,3,1931,20,159,39.32355,-5.439128500000001,39.6979307199004,-0.13744523938158962,8,8.37794,-317.024,312.029,930.867,-92.3863,-414.196,1,440.056,211,108.344,Decay,0
69,3,2006,21,74,-38.6837,14.271175,41.23220927346272,2.788163374862481,7,139.387,455.132,476.089,-1323.41,534.531,118.658,-1,424.198,-211,142.71,Decay,0
22,3,2091,21,159,40.72455,-6.450135,41.232186629145986,-0.15707963126094945,8,11.3319,-317.316,312.036,931.323,-87.8747,-414.147,1,457.21,211,204.915,Decay,0
70,3,2166,22,74,-40.4576,14.029505,42.821074347860836,2.807797724208012,7,139.387,455.129,476.087,-1321.66,538.826,118.696,-1,439.533,-211,148.893,Decay,0
221,3,2248,22,156,41.43365,-10.811985,42.82109727649124,-0.25525485247655644,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,328.722,,-9999
23,3,2251,22,159,42.4173,-5.8670025,42.82112863558136,-0.13744419275914027,8,14.6694,-317.621,312.034,931.781,-82.8159,-414.153,1,474.912,211,24.2464,Decay,0
25,3,2252,23,0,44.14165,-5.2245,44.44975438596371,-0.11780953312197373,8,18.0527,-317.91,312.031,932.21,-77.7361,-414.167,1,493.327,211,303.803,Decay,0
71,3,2326,23,74,-41.7024,15.384799999999998,44.44977206690716,2.78816406265489,7,139.393,455.126,476.086,-1319.75,543.48,118.709,-1,457.27,-211,96.1436,Decay,0
236,3,2397,23,145,33.79985,-28.8678,44.44974394597229,-0.7068583631971803,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,165.172,,-9999
24,3,2411,23,159,43.9025,-6.953485,44.44975207911992,-0.15707990173778325,-1,16.6826,-317.795,312.031,931.997,-80.2576,-414.172,1,479.057,211,381.214,Decay,0
116,3,2438,24,26,22.45505,40.2648,46.10296508406482,1.0620725499129717,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1040.62,,-9999
123,3,2475,24,63,-33.46075,31.7153,46.10295049834121,2.3829686334861733,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,1046.75,,-9999
72,3,2487,24,75,-43.612,14.949110000000001,46.10295471867394,2.811368665694527,7,139.397,455.126,476.087,-1317.89,547.979,118.627,-1,473.184,-211,132.82,Decay,0
47,3,2497,24,85,-46.08645,-1.234255,46.102974513663696,-3.1148177546321043,-1,-46.1099,-5.84461,0.0242737,-0.0153431,-0.0711349,-0.00667875,-1,1.12885,11,289.867,eIoni,1
26,3,2579,24,167,45.295550000000006,-8.590305,46.10293038186971,-0.1874242036301303,8,21.044,-318.158,312.037,932.578,-73.4122,-414.121,1,510.705,211,196.836,Decay,0
73,3,2663,25,75,-44.8368,16.26895,47.6971421402006,2.7935179843172833,7,139.09,455.255,476.089,-1316.39,551.576,118.542,-1,483.664,-211,105.522,Decay,0
27,3,2756,25,168,47.01305,-8.049520000000001,47.697186945698384,-0.1695745253592064,8,24.2571,-318.411,312.045,932.961,-68.6922,-414.06,1,528.422,211,52.7883,Decay,0
74,3,2839,26,75,-46.6845,16.002299999999998,49.350948780545245,2.811368409981306,7,139.57,455.048,476.084,-1313.9,557.453,118.642,-1,506.37,-211,211.86,Decay,0
28,3,2931,26,167,48.4867,-9.195545000000001,49.350968832810416,-0.1874249626239864,8,27.483,-318.644,312.049,933.322,-63.8009,-414.025,1,546.961,211,321.107,Decay,0
75,3,3015,27,75,-47.964749999999995,17.4039,51.02463108903875,2.793518368909187,7,139.249,455.185,476.084,-1312.29,561.233,118.606,-1,521.073,-211,66.0042,Decay,0
29,3,3108,27,168,50.2928,-8.61107,51.024663236369335,-0.16957442880280124,8,30.8091,-318.858,312.045,933.623,-59.0106,-414.048,1,564.122,211,39.295,Decay,0
76,3,3211,28,95,-49.12825,19.0575,52.69509706142024,2.771549100326149,7,139.299,455.164,476.084,-1310.21,566.076,118.562,-1,539.134,-211,275.795,Decay,0
131,3,3221,28,105,-52.57345,3.57878,52.6951165782077,3.0736255040588008,-1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,,-9999,366.406,,-9999
